acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto
1 IPC 1860,"IN BETWEEN A AND C BLOCK ON ROAD, NEAR CHITRA DHARAM KANTA SEC-2, BAWANA DELHI",2017-01-16,2017-01-16,Monday,ROHINI,8959001170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170018,1,2017-01-16,BAWANA,20:02,279/337,00:00,00:00
1 IPC 1860,"G 38, SEC 2, DSIIDC BAWANA, BAWANA",2017-01-16,2017-01-17,INTERVENING DAY,ROHINI,8959001170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170019,,2017-01-17,BAWANA,10:25,457/380,21:00,08:00
1 IPC 1860,"D 131, SEC 2, DSIIDC, BAWANA",2017-01-16,2017-01-17,INTERVENING DAY,ROHINI,8959001170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170020,,2017-01-17,BAWANA,11:10,457/380,21:00,09:00
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): WEST, 4 KM(s) Beat N0(Eﬁ?: arr.) : 895900109",,,,ROHINI,8959001170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170021,,,BAWANA,,376,,
1 IPC 1860,"1039, NEAR SHANKAR CHOWK, POOTH KHURD, BAWANA",2017-01-18,2017-01-18,Wednesday,ROHINI,8959001170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170022,,2017-01-18,BAWANA,19:34,380,09:30,19:00
1 IPC 1860,"GAS GODOWN CHOWK, SEC-3 DSIIDC BAWANA DELHI",2017-01-19,2017-01-19,Thursday,ROHINI,8959001170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170023,6,2017-01-19,BAWANA,19:10,392,18:35,18:35
1 IPC 1860,"643, POOTH KHURD DELHI",2009-02-16,2016-03-15,INTERVENING DAY,ROHINI,8959001170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170024,,2017-01-20,BAWANA,11:50,498A/406/34,00:00,00:00
1 IPC 1860,"gram am am FE-gg, POOTH KHURD DELHI",2017-01-21,2017-01-21,Saturday,ROHINI,8959001170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170025,7,2017-01-22,BAWANA,07:15,279/337,19:52,19:52
1 IPC 1860,"SHOP NO. 12A, AUCHANDI ROAD, BAWANA",2017-01-23,2017-01-23,Monday,ROHINI,8959001170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170026,1,2017-01-23,BAWANA,04:15,457/380,00:00,00:00
1 IPC 1860,"H. NO. 3031117” W, BAWANA AUCHANDI ROAD DELHI",2017-01-23,2017-01-23,Monday,ROHINI,8959001170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170027,,2017-01-23,BAWANA,18:00,454/380,13:00,18:00
1 IPC 1860,"H. NO. 494, VILLAGE DARYAPUR",,,,ROHINI,8959001170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170028,,2017-01-24,BAWANA,19:30,406/506,,
1 IPC 1860,"E-187, SEC 2, DSIIDC BAWANA, BAWANA",2017-01-24,2017-01-25,INTERVENING DAY,ROHINI,8959001170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170029,,2017-01-25,BAWANA,09:55,457/380,21:00,04:30
1 IPC 1860,"FACTORY NO. K-207, SEC-2 DSIIDC, BAWANA",2016-12-25,2016-12-25,Sunday,ROHINI,8959001170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170030,7,2017-01-25,BAWANA,17:45,287/338,19:25,19:25
1 IPC 1860,"BABOSA CHOWK, NEAR DEEP PROPERTY, PKT-13, SEC.24 ROHINI,DELHI",2017-01-01,2017-01-01,Sunday,ROHINI,8959003170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170002,7,2017-01-01,BEGUM PUR,20:45,379/356/511/34,19:00,19:00
1 IPC 1860,"NEAR DURGA MANDIR, DURGA MANDIR ROAD, RAMA VIHAR, DELHI",2016-12-31,2016-12-31,Saturday,ROHINI,8959003170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170003,7,2017-01-01,BEGUM PUR,20:50,279/338,20:30,20:30
1 IPC 1860,"PLOT NO.955-956, THRTHANKAR NAGAR, JAIN COLONY, KRALA,DELHI—81",,,,ROHINI,8959003170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170004,,2017-01-02,BEGUM PUR,14:20,448,,
1 IPC 1860,"NEAR NOORI MASZID, SEC.20, ROHINI,DELHI",2016-01-02,2017-01-02,INTERVENING DAY,ROHINI,8959003170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170005,,2017-01-02,BEGUM PUR,18:30,323/341/34,00:00,00:00
1 IPC 1860,"RAMA VIHAR BUS STAND, KANJHAWALA ROAD,DELHI",2017-01-02,2017-01-02,Monday,ROHINI,8959003170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170006,4,2017-01-02,BEGUM PUR,20:20,323/341,11:45,11:45
1 IPC 1860,"IN FRONT OF ABHILASHA APARTT., SEC.23 ROHINIDELHI",2017-01-01,2017-01-01,Sunday,ROHINI,8959003170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170007,6,2017-01-02,BEGUM PUR,21:15,356/379/34,17:30,17:30
1 IPC 1860,"H.NO.C-25A/D-4, RAMA VIHAR,DELHI",2017-01-02,2017-01-02,Monday,ROHINI,8959003170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170008,,2017-01-02,BEGUM PUR,23:05,454/380,14:00,19:00
1 IPC 1860,"PLOT NO.961,KHASRA NO.76/19, VILLAGE KARALA,DELHI",,,,ROHINI,8959003170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170009,,2017-01-03,BEGUM PUR,19:25,448/34,,
1 IPC 1860,"ROAD TOWARDS SEC.23 ROHINI, AFTER PS BEGUMPUR, DELHI",2016-12-30,2016-12-30,Friday,ROHINI,8959003170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170010,6,2017-01-03,BEGUM PUR,21:30,279/337,18:30,18:30
1 IPC 1860,"H.NO.B-333, BEGUM VIHAR, BEGUMPURDELHI",2017-01-04,2017-01-04,Wednesday,ROHINI,8959003170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170011,1,2017-01-04,BEGUM PUR,09:50,380,02:00,03:00
1 IPC 1860,"(3-2/4, 40 FT. ROAD, RAMA VIHAR DELHI",2017-01-04,2017-01-05,INTERVENING DAY,ROHINI,8959003170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170012,,2017-01-05,BEGUM PUR,10:15,457/380,21:30,08:00
1 IPC 1860,"{1331 srﬁﬁ W 35 inner, RAMA VIHAR DELHI",2017-01-05,2017-01-05,Thursday,ROHINI,8959003170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170013,7,2017-01-05,BEGUM PUR,21:30,356/379/34,19:30,19:30
1 IPC 1860,"PKT-15 % ETFIeI, SEC.24 ROHINI,DELHI",2017-01-05,2017-01-05,Thursday,ROHINI,8959003170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170014,7,2017-01-06,BEGUM PUR,00:05,356/379/34,20:00,20:00
1 IPC 1860,"331341321325 maﬁaﬁa 2%! gab-H, BEGUMPUR DELHI",2016-03-29,2016-03-29,Tuesday,ROHINI,8959003170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170015,6,2017-01-06,BEGUM PUR,16:45,380/411,16:00,16:00
1 IPC 1860,"RAKESH DAIRY, NAVEEN VIHAR EXT., BEGUMPUR DELHI",2017-01-05,2017-01-06,INTERVENING DAY,ROHINI,8959003170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170016,,2017-01-06,BEGUM PUR,17:05,380,00:00,00:00
1 IPC 1860,"GALI NO. 3 NEAR H. NO. 2612-2613, JAIN NAGAR DELHI",2017-01-07,2017-01-07,Saturday,ROHINI,8959003170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170017,1,2017-01-07,BEGUM PUR,03:20,186/353/332/393/3,00:00,00:00
"1 DELHI EXCISE ACT, 2009","C-4 RAJEEV NAGAR 95 Emir, 133373113}?! 3%, BEGUMPUR DELHI",2017-01-07,2017-01-07,Saturday,ROHINI,8959003170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170018,2,2017-01-07,BEGUM PUR,06:45,33/58,04:00,04:00
1 IPC 1860,"um 2%] gob—Fr ETC: amﬁa‘i'c: Foﬁa'a, RAMA VIHAR DELHI",2017-01-07,2017-01-07,Saturday,ROHINI,8959003170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170019,2,2017-01-07,BEGUM PUR,08:15,457/380/411/34,05:15,05:15
1 IPC 1860,"(3-2/9, MAIN DURGA MANDIR ROAD, RAMA VIHAR DELHI",2017-01-07,2017-01-07,Saturday,ROHINI,8959003170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170020,2,2017-01-07,BEGUM PUR,11:55,457/380/511,04:00,04:00
1 IPC 1860,"NEAR DPS SCHOOL, SEC.24 ROHINI,DELHI",2017-01-07,2017-01-07,Saturday,ROHINI,8959003170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170021,7,2017-01-07,BEGUM PUR,21:15,356/379/34,19:45,19:45
1 IPC 1860,"FROM H.NO.62 IIIRD FLOOR, PKT.14 SEC.24 ROHINI DELHI",2017-01-07,2017-01-09,INTERVENING DAY,ROHINI,8959003170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170022,,2017-01-09,BEGUM PUR,04:05,457/380,17:00,01:00
1 IPC 1860,POCKET -9 SEC.24 ROHINI DELHI,2017-01-09,2017-01-09,Monday,ROHINI,8959003170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170023,6,2017-01-09,BEGUM PUR,18:45,356/379/34,17:15,17:15
1 IPC 1860,"trﬁh-a 8/9 Earl-3531 ﬁg SEC.22, ROHINI",2017-01-02,2017-01-02,Monday,ROHINI,8959003170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170024,6,2017-01-09,BEGUM PUR,19:30,279/337,16:30,16:30
1 IPC 1860,"H.NO.141CI'Iﬁ1_d21 SEC.24, ROHINI",,,,ROHINI,8959003170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170025,,2017-01-09,BEGUM PUR,19:45,380,,
1 IPC 1860,"H.NO.133, PKT-16, SEC.22 ROHINI,DELHI",,,,ROHINI,8959003170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170026,,2017-01-10,BEGUM PUR,18:50,509/506,,
1 IPC 1860,"IN FRONT OF H.NO.89, PKT-6, SEC.24 ROHINI,DELHI",2017-01-09,2017-01-09,Monday,ROHINI,8959003170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170027,5,2017-01-10,BEGUM PUR,21:15,408,13:30,13:30
1 IPC 1860,"JAIN NAGAR 40 FUTTA ROAD, NEAR JAIN AND CHAUDHARY PROPERTY, 35 EH? Q25 PLOT",2017-01-05,2017-01-05,Thursday,ROHINI,8959003170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170028,7,2017-01-11,BEGUM PUR,03:05,308/34,21:15,21:15
1 IPC 1860,"SHOP NO.195 W4 SEC.21, ROHINI",2017-01-11,2017-01-11,Wednesday,ROHINI,8959003170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170029,6,2017-01-11,BEGUM PUR,20:20,380/34,18:15,18:15
"1 DELHI EXCISE ACT, 2009","WQWWWW,WWW",2017-01-12,2017-01-12,Thursday,ROHINI,8959003170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959003170030,2,2017-01-12,BEGUM PUR,06:45,33/38/58,04:00,04:00
1 IPC 1860,G 18/24 3RD FLOOR SEC 15 ROHIN,,,,ROHINI,8959007170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170002,,2017-01-02,KN KATJU MARG,18:30,452/354/506/509,,
"1 DOWRY PROHIBITION ACT, 1961","Distance from P.S (am i} gﬁ sh? Eran): NORTH-WEST, 3 KM(5) Beat No(EﬁE arr.) : 895900711",,,,ROHINI,8959007170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170003,,,KN KATJU MARG,,,,
1 IPC 1860,"IN FRONT OF EMPTY PLOT, NO 478 DWARKA DHISH ENCLAVE, SEC-26 ROHINI DELHI",,,,ROHINI,8959007170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170004,,2017-01-03,KN KATJU MARG,21:45,288/304A,,
1 IPC 1860,"H NO B-3/29 TOP FLOOR, SEC-16 ROHINI DELHI",2016-12-29,2017-01-04,INTERVENING DAY,ROHINI,8959007170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170005,,2017-01-04,KN KATJU MARG,16:10,457/380,10:00,13:30
1 IPC 1860,"ON ROAD NEAR H NO A—1/34, SEC-15 ROHINI DELHI",2017-01-04,2017-01-04,Wednesday,ROHINI,8959007170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170006,6,2017-01-04,KN KATJU MARG,19:15,356/379/34,17:30,17:30
1 IPC 1860,"ON ROAD NEAR SEC-16 ROHINI, KNK MARG DELHI",2017-01-06,2017-01-06,Friday,ROHINI,8959007170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170007,5,2017-01-06,KN KATJU MARG,19:20,379/34,14:50,14:50
1 IPC 1860,"ON ROAD NEAR WATER SUPLY, TANK B-2 BLOCK SEC-17 ROHINI",2017-01-06,2017-01-06,Friday,ROHINI,8959007170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170008,6,2017-01-06,KN KATJU MARG,19:25,379/34,17:20,17:20
1 IPC 1860,"G-13/20 GROUND FLOOR, SEC-15 ROHINI DELHI",2017-01-04,2017-01-04,Wednesday,ROHINI,8959007170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170009,4,2017-01-06,KN KATJU MARG,19:30,363,11:00,11:00
1 IPC 1860,G 4/128 SEC-16 ROHINI DELHI,2017-01-08,2017-01-08,Sunday,ROHINI,8959007170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170010,7,2017-01-08,KN KATJU MARG,20:45,379/34,19:30,20:30
1 IPC 1860,"mﬁaﬁﬁlN FRONT OF ROCK, FIELD SCHOOL A 8 BLOCK SEC 16",2017-01-08,2017-01-08,Sunday,ROHINI,8959007170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170011,,2017-01-08,KN KATJU MARG,23:15,379,13:50,23:00
1 IPC 1860,"B-T, DFS QTR., SEC 16 ROHINI DELHI",2017-01-09,2017-01-09,Monday,ROHINI,8959007170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170012,3,2017-01-09,KN KATJU MARG,11:30,506/509,09:45,09:45
1 IPC 1860,"H NO. 9-10 TOP FLOOR, PKT.22 SEC 24, SEC 16 ROHINI DELHI",,,,ROHINI,8959007170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170013,,2017-01-09,KN KATJU MARG,17:50,498A/406/34,,
1 IPC 1860,"H.NO 202 J BLOCK, GALI NO 5, SARDAR COLONY SEC-16 ROHINI",2017-01-09,2017-01-09,Monday,ROHINI,8959007170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170014,6,2017-01-10,KN KATJU MARG,01:00,363,18:00,18:00
"1 DOWRY PROHIBITION ACT, 1961","Distance from P.S (am i} gﬁ sh? Eran): NORTH-EAST, 2 KM(s) Beat No(EﬁE arr.) : 895900703",,,,ROHINI,8959007170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170015,,,KN KATJU MARG,,,,
1 IPC 1860,mﬁgﬁmﬁﬁmﬁfof,2017-01-03,2017-01-03,Tuesday,ROHINI,8959007170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170016,7,2017-01-10,KN KATJU MARG,18:50,323/341/427/34,21:00,21:00
1 IPC 1860,"12R]? WWI BLOCK, SEC 16 ROHINI DELHI",2017-01-12,2017-01-12,Thursday,ROHINI,8959007170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170017,7,2017-01-12,KN KATJU MARG,20:00,392/411,18:00,19:45
1 IPC 1860,"NEAR MOTHER DAIRY BOOTH, DDA MARKET G BLOCK, SEC-15 ROHINI DELHI",2017-01-12,2017-01-12,Thursday,ROHINI,8959007170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170018,8,2017-01-13,KN KATJU MARG,03:20,302/506/427/34,23:00,23:00
1 IPC 1860,"H.NO G-4/150-151, SEC-16 ROHINI DELHI",2017-01-12,2017-01-12,Thursday,ROHINI,8959007170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170019,6,2017-01-13,KN KATJU MARG,08:40,363,17:30,17:30
1 IPC 1860,"E-1 BLOCK NEAR MCD SCHOOL, SEC-16 ROHINI DELHI",2017-01-13,2017-01-13,Friday,ROHINI,8959007170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170020,7,2017-01-13,KN KATJU MARG,23:10,356/379/34,20:50,20:50
1 IPC 1860,"Ewﬁann IN FRONT OF SHOP, NO A 2/73 SEC 17 ROHINI",2017-01-14,2017-01-14,Saturday,ROHINI,8959007170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170021,,2017-01-14,KN KATJU MARG,16:50,379/34,14:55,16:35
1 IPC 1860,"T:iz-SHOP NO. 2, KHASRA NO. 325/1 ,, RITHALA ROAD, SHAHBAD DAULATPUR DELHI",2017-01-14,2017-01-15,INTERVENING DAY,ROHINI,8959007170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170022,,2017-01-15,KN KATJU MARG,07:50,457/380,20:30,05:45
1 IPC 1860,"GOODWILL APPT. SEC-13 ROHINI, 35 OUTGATE",2017-01-15,2017-01-15,Sunday,ROHINI,8959007170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170023,6,2017-01-15,KN KATJU MARG,20:35,356/379/34,18:20,18:20
1 IPC 1860,H NO G 15/23 SEC 15 ROHINI,2017-01-17,2017-01-17,Tuesday,ROHINI,8959007170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170024,,2017-01-17,KN KATJU MARG,18:50,363,08:30,18:40
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): NORTH-WEST, 5 KM(s) Beat N0(Eﬁ?: arr.) : 895900707",,,,ROHINI,8959007170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170025,".Iu‘I'I“Ih'//

DAV",,KN KATJU MARG,,376/376D/506/34,05/11/2016,17/01/2017
1 IPC 1860,"GURU NANAK DEV POLYTECHNIC, COLLEGE SEC-15 ROHINI DELHI",,,,ROHINI,8959007170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170026,,2017-01-18,KN KATJU MARG,18:15,354/354(A)/509/50‘,,
1 IPC 1860,"KNK MARG, NEAR AUTHORITY SEC-16, ROHINI DELHI",2017-01-18,2017-01-18,Wednesday,ROHINI,8959007170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170027,7,2017-01-18,KN KATJU MARG,21:16,379/34,20:00,20:00
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): SOUTH, 5 KM(s) Beat N0(Eﬁ?: arr.) : 895900710",,,,ROHINI,8959007170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170028,,,KN KATJU MARG,,354/354(A)/354(D).,19/01/2017,19/01/2017
1 IPC 1860,"J 6371ST FLOOR SEC 16 SARDER, COLONY ROHINI",2017-01-20,2017-01-20,Friday,ROHINI,8959007170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170029,,2017-01-20,KN KATJU MARG,22:55,380,13:00,22:40
1 IPC 1860,"SEC-15 ROHINI, ALOK KUNJ BUS STOP",2017-01-21,2017-01-21,Saturday,ROHINI,8959007170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959007170030,5,2017-01-21,KN KATJU MARG,17:25,379/34,15:30,15:30
1 IPC 1860,"IN FRONT OF FLAT NO. 155, PKT-1, SEC. A6, NARELA DELHI",2017-01-01,2017-01-01,Sunday,ROHINI,8959005170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170002,1,2017-01-01,NARELA,17:45,323/341/506/34,00:35,00:35
1 IPC 1860,"GALI NO. 708, SWATANTER NAGAR, NARELA DELHI",2017-01-01,2017-01-01,Sunday,ROHINI,8959005170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170003,1,2017-01-01,NARELA,18:05,323/341/506/34,00:30,00:30
1 IPC 1860,"GALI NO. 708, SWATANTER NAGAR, NARELA DELHI",2017-01-01,2017-01-01,Sunday,ROHINI,8959005170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170004,1,2017-01-01,NARELA,18:10,323/341/506/34,00:30,00:30
1 IPC 1860,"NEAR KASTURI RAM, SCHOOL, NARELA, DELHI",2017-01-02,2017-01-02,Monday,ROHINI,8959005170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170005,4,2017-01-02,NARELA,13:05,356/379/34,10:45,10:45
1 IPC 1860,"POLE NO HT 514/48/10/4/4, SWATANTAR NAGAR, NARELA, DELHI",2017-01-02,2017-01-02,Monday,ROHINI,8959005170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170006,2,2017-01-02,NARELA,13:30,379,04:30,04:30
1 IPC 1860,"B BLOCK MOTHER DAIRY, BOOTH, JJC BAWANA DELHI",2016-12-30,2016-12-31,INTERVENING DAY,ROHINI,8959005170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170007,,2017-01-02,NARELA,13:50,380,00:00,00:00
1 IPC 1860,"SHANI MANDIR, KE ﬁﬁcﬁm, EIEI'HTHET, DELHI",2017-01-02,2017-01-02,Monday,ROHINI,8959005170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170008,4,2017-01-02,NARELA,14:15,308/34,10:00,10:00
1 IPC 1860,"H NO 694, PKT-7, SEC-A—‘IO NARELA DELHI",2016-11-30,2016-11-30,Wednesday,ROHINI,8959005170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170009,5,2017-01-02,NARELA,15:15,363,13:00,13:00
1 IPC 1860,"E-2433, JJC BAWANA, NARELA DELHI",2016-12-31,2016-12-31,Saturday,ROHINI,8959005170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170010,7,2017-01-02,NARELA,22:30,323/341/34,21:45,21:45
"1 DOWRY PROHIBITION ACT, 1961",Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 895900510,,,,ROHINI,8959005170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170011,,,NARELA,,,,
1 IPC 1860,"A— BLOCK, NEAR BUS STAND, JJ COLONY BAWANA, NARELA DELHI",2017-01-03,2017-01-03,Tuesday,ROHINI,8959005170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170012,5,2017-01-03,NARELA,20:00,356/379/411,15:45,15:45
1 IPC 1860,"H.NO.656, PKT-11g3m grﬁ'zn % 11mm an em Fl'cﬁFfl",2017-01-01,2017-01-01,Sunday,ROHINI,8959005170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170013,8,2017-01-03,NARELA,20:20,363,22:00,22:00
1 IPC 1860,"FACTORY NO. 0-377, DSIIDC NARELA",2016-12-19,2016-12-19,Monday,ROHINI,8959005170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170014,7,2017-01-03,NARELA,20:30,287/337,19:30,19:30
1 IPC 1860,"MAIN ROAD NARELA, SINGHU BOREDR NEAR A-5, RED LIGHT",2017-01-03,2017-01-03,Tuesday,ROHINI,8959005170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170015,7,2017-01-04,NARELA,00:10,392/397/411/34,21:30,21:30
1 IPC 1860,"PLOT NO. 69, PKT-1 SEC A—9 4TH FLOOR, NARELA DELHI",2017-01-03,2017-01-04,INTERVENING DAY,ROHINI,8959005170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170016,,2017-01-04,NARELA,04:50,380,23:00,02:00
1 IPC 1860,"BAWANA ROAD, NEAR SBI BANK ATM, NARELA DELHI",2017-01-04,2017-01-04,Wednesday,ROHINI,8959005170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170017,3,2017-01-04,NARELA,11:05,356/379/34,09:00,09:00
1 IPC 1860,"LAXMI, DHARAM KANTA, SANNOTH, NARELA DELHI",2017-01-04,2017-01-04,Wednesday,ROHINI,8959005170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170018,5,2017-01-04,NARELA,18:50,304A,13:00,14:00
1 IPC 1860,mmﬁmﬁgaErMﬁaﬁmaﬁmgﬁm,2017-01-05,2017-01-05,Thursday,ROHINI,8959005170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170019,1,2017-01-05,NARELA,05:35,392/397/411/34,03:45,03:45
1 IPC 1860,"26/23, AMBEDKAR COLONY, BANKNER, NARELA DELHI",2017-01-05,2017-01-05,Thursday,ROHINI,8959005170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170020,7,2017-01-05,NARELA,23:05,363,19:00,19:00
1 IPC 1860,"H.NO. 535, PUNARWAS COLONY PKT-5 SEC. A6, TO PKT-2 GOVT. SCHOOL MIDWAY, NARELA DELHI",2017-01-06,2017-01-06,Friday,ROHINI,8959005170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170021,3,2017-01-06,NARELA,21:30,363,09:00,09:00
1 IPC 1860,"8-235, GALI NO. 10, GAUTAM COLONY, NARELA DELHI",2017-01-06,2017-01-06,Friday,ROHINI,8959005170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959005170022,5,2017-01-06,NARELA,21:40,363,13:00,13:00
